#,Data-set path,Unit Test Grade,ChatGPT Grade,Execution Time
745,00013_00002,0,46.67,0.5430209
746,00014_00001,73,65,0.4773533
747,00014_00002,73,60,0.5062865
748,00014_00003,73,66.67,0.5129597
749,00014_00006,46,20,0.5004923
750,00014_00007,46,40,0.5494815
751,00014_00013,73,55,0.5282668
752,00014_00014,100,41.67,0.4920886
753,00016_00001,73,81.67,0.4619326
754,00017_00001,46,26.67,0.4940377
755,00017_00003,46,33.33,0.4873841
756,00017_00004,20,36.67,0.4638386
757,00017_00005,46,26.67,0.4790419
758,00018_00001,0,23.33,0.5302118
759,00027_00001,100,58.33,0.4929507
760,00027_00002,100,30,0.5212849
761,00028_00001,100,68.33,0.5543426
762,00028_00002,100,50,0.5114301
763,00028_00003,100,60,0.5076421
764,00028_00004,100,58.33,0.5233272
765,00028_00005,100,66.67,0.5835597
766,00029_00001,100,81.67,2.136848
767,00030_00001,0,23.33,0.5343882
768,00030_00002,0,0,0.4977102
769,00030_00003,0,0,0.5703154
770,00030_00004,0,18.33,0.5282697
771,00030_00005,0,16.67,0.506091
772,00031_00001,0,0,0.5290883
773,00031_00002,0,30,0.5319132
774,00031_00003,0,16.67,0.5555021
775,00031_00004,0,0,0.6345986
776,00031_00005,0,0,0.5521392
777,00031_00006,0,0,0.5877521
778,00036_00001,46,65,2.7097499
779,00038_00001,100,60,2.1766756
780,00038_00003,20,43.33,2.0625408
781,00040_00001,46,63.33,2.0214199
782,00041_00001,100,100,2.6615348
783,00043_00001,20,83.33,2.6528039
784,00044_00001,100,40,0.5238335
785,00046_00001,46,70,2.6224946
786,00050_00001,46,38.33,2.163294
787,00050_00002,46,38.33,2.1028359
788,00051_00001,100,91.67,2.6632572
789,00052_00003,100,63.33,2.5896697
790,00052_00004,100,46.67,2.4833415
791,00052_00006,100,40,2.7185894
792,00055_00001,100,60,2.1790297
793,00058_00001,100,75,2.3434421
794,00058_00002,100,56.67,2.2034219
795,00069_00001,100,56.67,2.5572202
796,00069_00002,100,90,2.7494295
797,00070_00001,46,53.33,2.6203784
798,00070_00002,46,80,2.6166422
799,00081_00002,100,83.33,1.9610513
800,00082_00001,46,73.33,2.6343535
801,00082_00002,46,60,2.5545756
802,00089_00001,100,88.33,2.2419739
803,00094_00003,100,68.33,2.3022073
804,00095_00003,100,66.67,2.2015804
805,00099_00001,46,53.33,1.9926587
806,00108_00001,73,73.33,1.9711092
807,00114_00001,100,26.67,2.1617324
808,00114_00002,100,63.33,2.3409724
809,00114_00003,46,38.33,2.168458
810,00001_00006,60,82.5,0.9817447
811,00003_00007,100,70,0.6064386
812,00007_00003,100,90,0.5161911
813,00010_00006,100,92.5,0.4958766
814,00014_00002,0,35,3.5605833
815,00021_00001,100,85,0.5979562
816,00028_00002,100,95,1.8950122
817,00029_00002,100,90,1.7994035
818,00030_00007,60,85,0.4529253
819,00031_00002,100,85,1.7904175
820,00032_00002,100,97.5,1.6759005
821,00032_00003,100,85,1.7156678
822,00034_00007,100,60,1.8406108
823,00036_00001,100,82.5,1.820269
824,00036_00002,100,90,1.8445927
825,00040_00001,100,82.5,1.7534002
826,00041_00002,60,95,0.6645272
827,00042_00002,100,82.5,1.877995
828,00043_00001,0,0,1.9212106
829,00043_00002,0,2.5,2.1991957
830,00045_00012,100,87.5,1.8188736
831,00046_00001,60,95,0.7130868
832,00048_00002,100,90,2.0369768
833,00048_00003,100,90,1.7237011
834,00049_00001,0,30,1.7543468
835,00051_00003,100,100,2.2772633
836,00052_00027,100,87.5,1.8570882
837,00052_00028,100,92.5,1.9135052
838,00053_00001,100,95,1.7274699
839,00054_00001,100,77.5,1.6782083
840,00054_00002,100,77.5,1.8406677
841,00055_00001,100,95,1.8844727
842,00055_00002,100,97.5,1.9308432
843,00058_00001,100,92.5,1.6716604
844,00058_00002,100,97.5,1.8020553
845,00058_00003,100,95,1.8255424
846,00059_00002,100,97.5,1.9442591
847,00060_00001,0,45,1.7914595
848,00062_00001,100,90,0.4871209
849,00064_00001,100,90,2.0663293
850,00065_00023,0,60,2.3079407
851,00068_00001,100,90,2.3992034
852,00068_00002,100,85,1.5336042
853,00069_00001,100,92.5,1.6534273
854,00069_00002,100,75,1.6999358
855,00069_00003,100,77.5,2.0532279
856,00077_00001,100,90,1.6986694
857,00078_00001,100,90,1.4099716
858,00078_00002,100,85,1.4629538
859,00082_00001,100,90,1.9111411
860,00083_00003,100,100,3.8772447
861,00088_00001,100,97.5,2.0096728
862,00088_00005,100,92.5,1.688975
863,00088_00006,100,90,1.6983837
864,00088_00007,100,95,2.7148005
865,00089_00003,100,90,2.2235471
866,00090_00001,100,82.5,1.6570698
867,00090_00002,100,87.5,1.6901719
868,00091_00001,0,42.5,1.9180022
869,00092_00013,0,0,1.7729663
870,00094_00001,0,40,1.6292566
871,00094_00002,0,37.5,2.008135
872,00095_00005,0,0,1.8965986
873,00096_00001,100,92.5,1.7558206
874,00096_00002,100,100,1.8908964
875,00096_00003,100,92.5,2.2571893
876,00097_00001,100,92.5,1.8270534
877,00098_00003,100,70,1.5662291
878,00099_00001,0,42.5,2.1524617
879,00100_00002,100,85,1.8944086
880,00101_00001,100,97.5,1.8037302
881,00000_00001,100,77.5,0.3917564
882,00001_00001,100,82.5,0.3967966
883,00001_00002,50,15,0.5644233
884,00001_00003,0,32.5,0.3621649
885,00001_00004,60,70,0.3826189
886,00002_00001,100,85,0.3241788
887,00002_00002,50,35,0.4266331
888,00002_00004,100,92.5,0.5264922
889,00002_00005,100,92.5,0.3435481
890,00002_00006,100,82.5,0.3284898
891,00003_00001,60,80,0.3401446
892,00003_00002,60,85,0.3829939
893,00003_00006,100,90,0.3695356
894,00004_00001,0,60,0.4686016
895,00004_00002,0,25,0.323888
896,00004_00003,100,92.5,0.3351258
897,00004_00004,0,20,0.3620669
898,00004_00005,100,95,0.3823313
899,00004_00006,60,67.5,0.4601982
900,00004_00007,60,57.5,0.330587
901,00004_00008,100,70,0.3418946
902,00004_00009,100,82.5,0.4314308
903,00004_00010,100,85,0.4004435
904,00004_00011,100,85,0.5785156
905,00005_00001,100,87.5,0.5175875
906,00006_00001,60,70,0.4726845
907,00007_00002,100,87.5,0.3853553
908,00008_00001,100,92.5,0.5299805
909,00008_00002,100,82.5,0.4677288
910,00008_00003,100,37.5,0.4942387
911,00009_00001,100,55,0.3283006
912,00009_00002,100,65,0.3698837
913,00009_00003,100,92.5,0.3950273
914,00009_00004,100,85,0.3945066
915,00009_00005,100,85,0.4731364
916,00009_00006,100,97.5,0.3416953
917,00010_00001,60,90,0.3546745
918,00010_00002,0,27.5,0.3188404
919,00010_00003,60,80,0.3862329
920,00011_00001,100,72.5,0.4006509
921,00011_00002,100,85,0.4617158
922,00011_00003,50,47.5,0.472662
923,00011_00004,100,80,0.3334153
924,00011_00005,100,77.5,0.3302183
925,00011_00006,100,90,0.3646025
926,00011_00007,100,90,0.4107849
927,00012_00001,100,82.5,0.4063673
928,00013_00001,60,75,0.400834
929,00014_00001,0,35,1.6814104
930,00015_00001,100,80,0.326638
931,00016_00001,100,70,0.3800486
932,00016_00002,100,85,0.3774805
933,00016_00003,100,95,0.4678044
934,00017_00001,60,77.5,0.456826
935,00017_00002,60,75,0.3315189
936,00017_00003,60,52.5,0.3470681
937,00017_00004,60,65,0.4365638
938,00017_00005,60,55,0.4124576
939,00017_00006,60,72.5,0.4619888
940,00017_00007,60,60,0.4515796
941,00017_00008,100,85,0.3380201
942,00018_00001,100,97.5,0.3349479
943,00021_00002,100,87.5,0.3389044
944,00021_00003,100,80,0.3623249
945,00021_00004,100,80,0.5640976
946,00022_00002,100,87.5,0.5100174
947,00022_00003,100,92.5,0.3595398
948,00023_00001,60,40,0.359458
949,00025_00001,60,75,0.3589623
950,00025_00002,60,50,0.3866144
951,00025_00003,60,85,0.3975927
952,00026_00002,100,80,0.4576181
953,00026_00003,100,85,0.3382192
954,00027_00001,10,40,0.359712
955,00027_00002,60,50,0.3414307
956,00027_00003,60,45,0.3896917
957,00030_00001,60,92.5,0.4108027
958,00030_00002,0,12.5,0.4520564
959,00030_00003,60,90,0.6893105
960,00030_00004,60,92.5,0.6512762
961,00030_00005,0,0,0.5678928
962,00030_00006,60,87.5,0.5977197
963,00031_00003,0,62.5,3.1438148
964,00034_00001,100,70,2.8899461
965,00035_00002,100,60,0.5986997
966,00037_00001,0,67.5,3.3338877
967,00038_00001,100,82.5,2.2711865
968,00038_00002,100,90,2.1768454
969,00039_00001,0,62.5,2.1964337
970,00039_00002,60,82.5,1.6689001
971,00040_00002,60,87.5,0.3584832
972,00040_00003,60,85,0.3308142
973,00042_00001,0,10,2.1506652
974,00044_00001,0,2.5,2.08714
975,00045_00001,100,87.5,1.7060363
976,00045_00002,100,75,1.6985946
977,00045_00003,100,82.5,1.5944365
978,00045_00004,100,75,1.815085
979,00045_00005,100,82.5,2.0856873
980,00045_00006,100,85,1.9399299
981,00045_00007,100,82.5,1.840763
982,00045_00008,60,82.5,1.9861831
983,00045_00009,100,80,2.1443989
984,00045_00010,100,82.5,1.9037667
985,00045_00011,100,92.5,1.7077313
986,00047_00001,60,65,0.5384827
987,00047_00002,0,0,0.9763843
988,00050_00001,0,2.5,2.0324255
989,00050_00002,0,0,1.8919351
990,00050_00003,0,0,2.0406994
991,00051_00001,60,87.5,1.8867047
992,00051_00002,100,82.5,1.8004873
993,00052_00001,0,20,2.0112795
994,00052_00002,0,17.5,1.9170159
995,00052_00003,0,40,1.9551102
996,00052_00004,0,5,1.924488
997,00052_00005,0,35,1.9549847
998,00052_00006,0,75,1.8896585
999,00052_00007,0,45,2.061176
1000,00052_00008,0,45,1.9379308
1001,00052_00009,0,32.5,2.1346271
1002,00052_00010,0,27.5,1.740745
1003,00052_00011,0,7.5,1.9324942
1004,00052_00012,0,50,2.0130957
1005,00052_00013,0,0,1.8015406
1006,00052_00014,0,45,1.7295796
1007,00052_00015,0,37.5,2.008281
1008,00052_00016,0,0,1.8719644
1009,00052_00017,0,10,1.935223
1010,00052_00018,0,32.5,1.8337174
1011,00052_00019,0,25,1.9225889
1012,00052_00020,0,45,2.0254218
1013,00052_00021,0,22.5,1.993981
1014,00052_00022,0,0,1.9178755
1015,00052_00023,0,40,1.7445982
1016,00052_00024,0,0,1.5528358
1017,00052_00026,0,37.5,2.2391565
1018,00056_00001,100,82.5,2.0124456
1019,00056_00002,100,80,1.7314138
1020,00057_00001,0,20,0.5669369
1021,00061_00001,0,10,1.9467925
1022,00061_00002,0,0,1.6246012
1023,00063_00001,0,42.5,0.3829126
1024,00063_00002,60,100,0.4039995
1025,00065_00001,0,0,1.9755147
1026,00065_00002,0,20,1.9061889
1027,00065_00003,0,37.5,2.0091073
1028,00065_00004,0,47.5,1.8656741
1029,00065_00005,0,25,2.0775416
1030,00065_00006,0,32.5,1.9412963
1031,00065_00007,0,52.5,1.8327911
1032,00065_00008,0,45,2.1803269
1033,00065_00009,0,5,1.8749909
1034,00065_00010,0,50,1.7028518
1035,00065_00011,0,60,1.5315667
1036,00065_00012,0,45,1.9447859
1037,00065_00013,0,5,1.7839542
1038,00065_00014,0,35,1.6060544
1039,00065_00015,0,0,1.8027472
1040,00065_00016,0,25,2.6790954
1041,00065_00017,0,67.5,1.7951255
1042,00065_00018,0,30,1.6626563
1043,00065_00019,0,25,2.0029559
1044,00065_00020,0,0,2.1500432
1045,00065_00021,0,57.5,1.8253619
1046,00065_00022,0,32.5,1.8865177
1047,00066_00002,0,5,0.4360723
1048,00066_00003,0,32.5,0.3516022
1049,00066_00004,0,30,0.3728244
1050,00066_00006,0,80,0.3393703
1051,00066_00008,0,82.5,0.4603707
1052,00066_00010,0,25,0.4745837
1053,00067_00001,60,87.5,0.3283924
1054,00067_00002,0,35,0.3176826
1055,00070_00001,0,0,1.6776649
1056,00071_00001,0,65,0.4617075
1057,00072_00001,60,67.5,0.3418788
1058,00072_00002,60,82.5,0.3928136
1059,00072_00012,60,75,0.361876
1060,00072_00014,60,62.5,0.4258712
1061,00072_00015,60,80,0.527193
1062,00072_00016,0,42.5,0.3207923
1063,00073_00001,100,100,1.6220696
1064,00074_00001,0,57.5,1.6958522
1065,00074_00002,50,55,2.4314425
1066,00074_00003,0,42.5,1.5797357
1067,00074_00004,0,42.5,1.6979075
1068,00075_00001,50,40,1.920116
1069,00076_00001,0,20,0.4195408
1070,00076_00002,60,77.5,0.3883281
1071,00079_00001,100,67.5,0.3370208
1072,00081_00001,60,72.5,0.414279
1073,00083_00001,100,97.5,2.474808
1074,00085_00001,100,97.5,0.3964065
1075,00086_00001,60,72.5,0.3371654
1076,00086_00002,60,60,0.3285601
1077,00086_00003,60,75,0.3547263
1078,00086_00004,60,70,0.3801069
1079,00087_00001,0,0,0.6521146
1080,00087_00002,0,15,0.5114929
1081,00089_00001,100,87.5,1.9983774
1082,00092_00002,0,0,2.0058263
1083,00092_00004,0,5,2.4266502
1084,00092_00005,0,0,1.8082585
1085,00092_00009,0,5,2.0955239
1086,00092_00010,0,30,1.9210796
1087,00092_00011,0,20,1.8815293
1088,00093_00001,100,95,1.9272476
1089,00093_00002,100,95,2.0155482
1090,00093_00003,100,95,1.6899922
1091,00093_00004,60,92.5,1.6614706
1092,00095_00001,0,50,1.9844287
1093,00100_00001,100,87.5,1.6935637
1094,00001_00005,60,87.5,0.3728456
1095,00002_00003,0,0,0.6759397
1096,00003_00003,60,90,0.5125056
1097,00003_00004,60,87.5,0.3433674
1098,00003_00005,100,85,0.3310887
1099,00007_00001,0,0,0.4866183
1100,00010_00004,60,65,0.3765599
1101,00010_00005,100,82.5,0.6218928
1102,00019_00001,0,0,0.7939632
1103,00019_00002,0,45,0.47238
1104,00020_00001,0,0,0.680157
1105,00022_00001,0,5,0.6747377
1106,00022_00004,0,0,0.5043545
1107,00024_00001,0,5,0.4732885
1108,00026_00001,0,0,0.6035321
1109,00028_00001,0,0,0.760798
1110,00029_00001,0,0,0.6001716
1111,00031_00001,60,80,1.5834873
1112,00032_00001,60,92.5,1.850588
1113,00033_00001,0,0,0.5968552
1114,00034_00002,100,80,1.565684
1115,00034_00003,100,85,1.8244221
1116,00034_00004,100,65,1.6216176
1117,00034_00005,100,80,1.7819084
1118,00034_00006,100,85,2.6141223
1119,00035_00001,0,0,0.4924788
1120,00041_00001,60,82.5,0.3308042
1121,00048_00001,60,75,2.1416916
1122,00052_00025,0,0,2.43769
1123,00059_00001,100,90,2.4541259
1124,00066_00001,0,37.5,0.7169231
1125,00066_00005,20,95,0.5172027
1126,00066_00007,20,80,1.2860202
1127,00066_00009,20,92.5,0.43805
1128,00072_00003,60,80,0.5044547
1129,00072_00004,60,80,0.378732
1130,00072_00005,60,87.5,0.3269634
1131,00072_00006,60,82.5,0.3425914
1132,00072_00007,60,75,0.3774387
1133,00072_00008,60,82.5,0.4382551
1134,00072_00009,60,65,0.4879527
1135,00072_00010,60,70,0.3423093
1136,00072_00011,60,40,0.3340287
1137,00072_00013,60,80,0.3398314
1138,00080_00001,60,85,0.3910458
1139,00080_00002,60,70,0.5149945
1140,00081_00002,60,85,0.4548208
1141,00081_00003,60,75,0.3982115
1142,00083_00002,100,100,2.8227653
1143,00084_00001,0,0,0.6223203
1144,00088_00002,60,90,3.3725712
1145,00088_00003,60,87.5,2.2860673
1146,00088_00004,60,91,1.7102466
1147,00089_00002,60,87.5,2.0083023
1148,00092_00001,0,50,2.1333927
1149,00092_00003,0,40,1.9983693
1150,00092_00006,0,0,1.7726846
1151,00092_00007,0,0,2.262972
1152,00092_00008,0,0,1.6845226
1153,00092_00012,0,45,1.7873106
1154,00095_00002,0,40,2.0481452
1155,00095_00003,0,0,1.8588392
1156,00095_00004,0,0,1.8908854
1157,00098_00001,60,90,2.331484
1158,00098_00002,100,95,1.8820552
1159,00000_00001,100,100,0.838425
1160,00000_00002,100,100,0.9111143
1161,00000_00003,100,95,0.7719738
1162,00000_00005,100,100,1.0597289
1163,00002_00001,0,45,0.198349
1164,00003_00001,0,65,0.2416598
1165,00004_00001,0,60,0.2503365
1166,00005_00002,100,95,0.9588024
1167,00007_00001,0,50,0.1876161
1168,00007_00004,0,40,0.1867174
1169,00007_00005,0,0,0.1670567
1170,00007_00006,0,40,0.2484263
1171,00007_00007,0,40,0.2492012
1172,00007_00008,0,50,0.1782525
1173,00008_00008,0,0,0.1838386
1174,00009_00001,0,65,0.1913583
1175,00009_00002,0,0,0.1933285
1176,00009_00003,0,10,0.1928305
1177,00009_00004,0,20,0.2275928
1178,00009_00013,0,50,0.2530205
1179,00009_00016,0,40,0.3138858
1180,00009_00017,0,60,0.1805252
1181,00009_00019,0,0,0.2033733
1182,00009_00020,0,60,0.173547
1183,00009_00021,0,0,0.1992938
1184,00010_00002,0,50,0.2407277
1185,00010_00003,0,50,0.2306299
1186,00010_00019,0,30,0.262239
1187,00011_00007,0,10,0.2378065
1188,00011_00009,0,5,0.2672063
1189,00011_00010,0,0,0.2049256
1190,00012_00007,0,0,0.1664634
1191,00012_00008,0,0,0.1990979
1192,00013_00002,0,0,1.1018414
1193,00014_00001,100,90,1.0500848
1194,00015_00001,0,50,0.23607
1195,00015_00002,0,10,0.2910054
1196,00015_00003,0,25,0.1763567
1197,00015_00004,0,0,0.1897677
1198,00015_00005,0,0,0.1870362
1199,00015_00006,0,60,0.1999115
1200,00016_00003,0,20,0.1710594
1201,00017_00001,0,40,0.2126194
1202,00018_00001,0,0,0.2419582
1203,00018_00002,0,60,0.2421427
1204,00018_00003,0,55,0.2320319
1205,00018_00004,0,45,0.204
1206,00018_00005,0,50,0.1708287
1207,00018_00006,0,80,0.185039
1208,00020_00001,0,35,0.1718707
1209,00020_00002,0,60,0.2018046
1210,00021_00009,0,55,0.2430368
1211,00022_00003,0,45,0.2604389
1212,00022_00004,0,10,0.2427915
1213,00023_00001,0,40,0.1935665
1214,00023_00003,0,0,0.2584876
1215,00023_00004,0,10,0.1704565
1216,00024_00001,0,0,0.2066117
1217,00024_00002,0,0,0.2006054
1218,00025_00001,0,60,0.2294384
1219,00025_00002,0,0,0.2274275
1220,00026_00005,100,80,0.2404903
1221,00027_00004,0,0,0.3333812
1222,00028_00002,0,0,0.1774644
1223,00029_00013,0,0,0.1753896
1224,00030_00001,0,0,0.1817151
1225,00031_00002,100,100,0.8080815
1226,00031_00003,100,100,0.9791519
1227,00032_00001,0,40,0.2001639
1228,00032_00002,0,40,0.2597435
1229,00033_00001,0,30,0.2397164
1230,00034_00002,0,50,0.2321672
1231,00035_00004,0,0,0.174206
1232,00035_00006,0,50,0.1956132
1233,00036_00001,0,10,0.2082747
1234,00036_00002,0,65,0.2367818
1235,00037_00006,0,30,0.2004672
1236,00038_00001,0,40,0.2320628
1237,00039_00002,100,90,0.2586742
1238,00039_00003,100,90,0.2001244
1239,00041_00002,0,0,0.1836971
1240,00042_00004,0,0,0.1761988
1241,00044_00002,0,0,0.8990426
1242,00045_00001,0,70,0.2064318
1243,00046_00001,20,90,0.2262082
1244,00047_00002,100,100,0.2524118
1245,00047_00003,100,100,0.2360353
1246,00047_00004,100,100,0.2540457
1247,00048_00001,0,20,0.265271
1248,00049_00001,0,0,0.2439622
1249,00050_00006,0,50,0.2051916
1250,00050_00007,0,0,0.1723282
1251,00052_00011,0,40,0.1765975
1252,00052_00012,0,45,0.2089181
1253,00053_00001,0,0,0.260856
1254,00054_00005,100,70,0.2636516
1255,00056_00004,0,30,0.2305008
1256,00057_00003,100,80,0.2088499
1257,00057_00004,100,75,0.1704648
1258,00057_00005,100,60,0.1740242
1259,00058_00005,20,90,5.5139822
1260,00058_00006,20,85,5.4815113
1261,00059_00003,100,80,0.2470807
1262,00060_00005,0,30,0.238162
1263,00061_00009,0,10,0.1771169
1264,00061_00012,0,45,0.1821163
1265,00063_00003,20,95,5.369683
1266,00064_00005,0,0,0.1777108
1267,00064_00006,0,50,0.2268213
1268,00065_00001,0,40,0.2497121
1269,00065_00002,0,50,0.2467016
1270,00066_00003,0,0,0.8047376
1271,00066_00004,0,0,0.5862677
1272,00067_00004,0,0,0.2099435
1273,00068_00002,0,0,0.6457409
1274,00071_00007,0,40,0.2308129
1275,00071_00008,0,40,0.2232019
1276,00072_00001,0,70,0.2311562
1277,00073_00003,0,10,0.2160661
1278,00074_00001,0,50,0.1699609
1279,00075_00001,0,60,0.1980615
1280,00076_00001,0,20,0.1973373
1281,00077_00001,100,95,1.084791
1282,00078_00001,0,55,0.2138733
1283,00078_00002,0,40,0.2345873
1284,00079_00002,0,25,0.2485608
1285,00080_00001,0,50,0.209343
1286,00081_00002,20,100,0.201411
1287,00082_00004,100,90,0.2229576
1288,00084_00001,0,60,0.2212265
1289,00085_00017,20,90,0.1966033
1290,00086_00001,0,0,0.2057903
1291,00087_00001,0,20,0.2513574
1292,00088_00003,0,40,0.2491057
1293,00089_00005,0,60,0.235477
1294,00090_00004,0,0,0.2048464
1295,00090_00005,0,50,0.1719062
1296,00090_00006,0,40,0.1731929
1297,00090_00008,0,0,0.2050387
1298,00091_00003,20,100,0.2066966
1299,00092_00001,0,0,1.0965274
1300,00093_00020,0,20,0.2389491
1301,00095_00003,100,95,0.9404399
1302,00096_00001,0,0,0.1732132
1303,00097_00002,0,0,0.888747
1304,00098_00001,0,40,0.1786078
1305,00102_00001,0,0,0.1725059
1306,00103_00001,0,75,0.2042478
1307,00104_00003,0,0,0.2175046
1308,00105_00006,0,25,0.2556917
1309,00106_00002,0,30,0.3027655
1310,00107_00001,0,10,0.1675489
1311,00108_00001,0,20,0.1709822
1312,00110_00002,0,65,0.1728971
1313,00111_00001,100,95,0.9665523
1314,00112_00001,0,40,0.2153902
1315,00113_00002,0,20,1.1015578
1316,00114_00001,0,30,0.2340278
1317,00116_00001,0,65,0.1944016
1318,00117_00008,20,100,0.17136
1319,00119_00001,100,85,0.7893594
1320,00120_00001,100,95,0.9509786
1321,00121_00001,100,100,0.971398
1322,00121_00002,0,45,0.2052647
1323,00122_00014,100,70,0.2306393
1324,00123_00002,0,45,0.2458143
1325,00124_00001,0,45,0.2397367
1326,00125_00001,100,90,1.1502566
1327,00126_00002,100,90,0.9642519
1328,00127_00002,100,95,0.8085661
1329,00128_00002,0,10,0.1753016
1330,00129_00008,0,0,0.9485384
1331,00130_00002,0,0,1.2782535
1332,00131_00005,100,100,1.1986074
1333,00131_00006,0,40,0.2309155
1334,00132_00001,0,65,0.2308112
1335,00133_00001,100,100,0.883564
1336,00134_00001,100,90,0.7902779
1337,00135_00001,100,95,0.8322118
1338,00136_00002,0,80,0.9997264
1339,00137_00002,100,95,0.7991261
1340,00138_00001,0,0,1.0214491
1341,00139_00001,0,70,0.2019002
1342,00140_00001,0,0,1.540618
1343,00141_00002,100,90,0.9959952
1344,00142_00001,100,95,0.9569265
1345,00143_00001,0,20,0.2022102
1346,00144_00001,0,70,0.1730946
1347,00145_00001,100,100,0.7677159
1348,00146_00002,0,60,0.1872438
1349,00147_00001,0,0,0.9917581
1350,00148_00001,0,40,0.2292248
1351,00150_00001,0,10,0.2250597
1352,00151_00001,0,65,0.1735032
1353,00152_00001,0,40,0.1755569
1354,00153_00001,100,90,0.8213878
1355,00154_00001,0,60,0.2248576
1356,00154_00002,100,95,0.9968265
